26414,4,21,No Variant,NoMercy,scharkbite,sjdrodge,snkylittleazn
26412,3,0,Duck (6 Suits),NoMercy,scharkbite,sjdrodge
26410,5,16,4 Suits,Andrew_UK,NoMercy,postmans,scharkbite,sjdrodge
26409,5,0,Up or Down (5 Suits),Andrew_UK,NoMercy,postmans,scharkbite,sjdrodge
26407,5,0,Up or Down (5 Suits),Andrew_UK,NoMercy,postmans,sjdrodge,Yeesh
26405,5,0,Up or Down (5 Suits),Andrew_UK,NoMercy,postmans,sjdrodge,Yeesh
26403,4,15,3 Suits,Andrew_UK,NoMercy,postmans,Yeesh
26402,4,0,3 Suits,NoMercy,postmans,sjdrodge,Yeesh
26399,4,14,3 Suits,NoMercy,postmans,sjdrodge,Yeesh
26396,4,0,3 Suits,NoMercy,postmans,sjdrodge,Yeesh
26311,4,28,Duck (6 Suits),florrat2,Libster,NoMercy,Zamiel
26306,6,0,Rainbow (5 Suits),florrat2,Libster,NoMercy,Razgovor,Yeesh,Zamiel
26303,6,0,Rainbow (5 Suits),florrat2,Libster,NoMercy,Razgovor,Yeesh,Zamiel
26301,5,0,Color Blind (4 Suits),Libster,NoMercy,Razgovor,Yeesh,Zamiel
26176,5,18,4 Suits,Asddsa76,Dr_Kakashi,efaust,NoMercy,sjdrodge
26172,4,19,4 Suits,Dr_Kakashi,efaust,NoMercy,sjdrodge
26170,4,23,No Variant,Dr_Kakashi,efaust,NoMercy,sjdrodge
26168,5,24,No Variant,Dr_Kakashi,NoMercy,Razgovor,scharkbite,sjdrodge
26139,3,0,Duck (5 Suits),NoMercy,Razgovor,scharkbite
26101,3,0,Duck (5 Suits),NoMercy,Razgovor,scharkbite
26035,6,0,Rainbow (5 Suits),florrat2,Libster,NoMercy,Razgovor,scharkbite,Zamiel
26026,4,0,Duck (6 Suits),Cory,florrat2,NoMercy,Zamiel
26022,4,0,Duck (6 Suits),Cory,florrat2,NoMercy,Zamiel
26002,4,30,Rainbow (6 Suits),Andrew_UK,darkenblade986,NoMercy,scharkbite
25956,5,25,No Variant,Asddsa76,Dr_Kakashi,IAMJEFF,NoMercy,sjdrodge
25954,5,23,No Variant,Asddsa76,Dr_Kakashi,IAMJEFF,NoMercy,sjdrodge
25940,4,25,No Variant,florrat2,Libster,NoMercy,Razgovor
25939,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25938,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25937,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25936,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25935,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25934,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25933,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25932,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25931,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25930,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25929,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25928,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25926,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25925,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25924,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25923,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25922,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25920,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25919,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25918,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25917,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25916,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25915,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25914,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25913,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25912,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25911,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25910,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25908,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25907,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25906,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25905,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25904,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25903,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25902,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25901,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25900,4,25,No Variant,florrat2,Libster,NoMercy,Razgovor
25899,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25898,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25897,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25895,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25894,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25893,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25892,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25891,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25890,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25889,4,25,No Variant,florrat2,Libster,NoMercy,Razgovor
25888,4,0,No Variant,florrat2,Libster,NoMercy,Razgovor
25884,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25883,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25882,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25881,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25880,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25879,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25878,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25877,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25876,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25875,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25874,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25873,4,25,No Variant,florrat2,Libster,NoMercy,Zamiel
25872,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25871,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25870,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25869,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25868,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25867,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25866,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25865,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25864,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25863,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25862,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25861,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25860,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25858,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25857,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25856,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25855,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25854,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25853,4,0,No Variant,florrat2,Libster,NoMercy,Zamiel
25852,4,30,6 Suits,florrat2,Libster,NoMercy,Zamiel
25851,4,0,6 Suits,florrat2,Libster,NoMercy,Zamiel
25850,4,0,6 Suits,florrat2,Libster,NoMercy,Zamiel
25849,4,0,6 Suits,florrat2,Libster,NoMercy,Zamiel
25847,4,30,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25845,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25844,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25843,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25842,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25841,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25840,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25839,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25838,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25837,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25836,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25835,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25833,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25832,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25831,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25828,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25826,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25825,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25823,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25822,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25821,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25820,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25819,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25818,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25817,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25816,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25814,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
25813,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25811,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25810,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25809,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25808,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25807,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25806,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25805,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25804,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25803,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25802,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25801,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25800,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25799,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25798,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25797,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25796,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25795,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25793,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25792,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25791,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25790,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25789,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25788,5,0,6 Suits,florrat2,Libster,NoMercy,Razgovor,Zamiel
25787,5,25,No Variant,florrat2,Libster,NoMercy,Razgovor,Zamiel
25786,5,0,No Variant,florrat2,Libster,NoMercy,Razgovor,Zamiel
25785,5,0,No Variant,florrat2,Libster,NoMercy,Razgovor,Zamiel
25784,5,24,No Variant,florrat2,Libster,NoMercy,Razgovor,Zamiel
25783,5,0,No Variant,florrat2,Libster,NoMercy,Razgovor,Zamiel
25782,5,0,No Variant,florrat2,Libster,NoMercy,Razgovor,Zamiel
25781,5,0,No Variant,florrat2,Libster,NoMercy,Razgovor,Zamiel
25779,5,0,No Variant,florrat2,Libster,NoMercy,Razgovor,Zamiel
25774,4,0,Up or Down (5 Suits),florrat2,Libster,NoMercy,Razgovor
25771,5,28,Up or Down (6 Suits),florrat2,Libster,NoMercy,Razgovor,sjdrodge
25769,3,0,Up or Down & Rainbow (6 Suits),Libster,NoMercy,sjdrodge
25766,3,25,Up or Down & Rainbow (5 Suits),Libster,NoMercy,sjdrodge
25765,5,24,No Variant,Andrew_UK,darkenblade986,NoMercy,scharkbite,sjdrodge
25763,4,0,Black (5 Suits),Andrew_UK,NoMercy,scharkbite,sjdrodge
25761,4,30,Up or Down & White (6 Suits),Andrew_UK,NoMercy,scharkbite,sjdrodge
25337,2,0,Up or Down & Rainbow (6 Suits),NoMercy,Zamiel
25336,2,0,Up or Down & Rainbow (6 Suits),NoMercy,Zamiel
25335,2,28,Up or Down & Rainbow (6 Suits),NoMercy,Zamiel
25332,2,0,Up or Down & Rainbow (6 Suits),NoMercy,Zamiel
25330,2,0,Up or Down & Rainbow (6 Suits),NoMercy,Zamiel
25329,2,0,Up or Down & Rainbow (6 Suits),NoMercy,Zamiel
25328,2,0,Up or Down & Rainbow (6 Suits),NoMercy,Zamiel
25323,2,0,Up or Down & Rainbow (6 Suits),NoMercy,Zamiel
25322,2,0,Up or Down & Rainbow (6 Suits),NoMercy,Zamiel
25321,2,0,Up or Down & Rainbow (6 Suits),NoMercy,Zamiel
25320,2,0,Up or Down & Rainbow (6 Suits),NoMercy,Zamiel
25319,2,0,Up or Down & Rainbow (6 Suits),NoMercy,Zamiel
25317,2,30,Dual-Color & Rainbow (6 Suits),NoMercy,Zamiel
25315,2,0,Dual-Color & Rainbow (6 Suits),NoMercy,Zamiel
25314,2,0,Dual-Color & Rainbow (6 Suits),NoMercy,Zamiel
25311,2,0,Dual-Color & Rainbow (6 Suits),NoMercy,Zamiel
25310,3,30,Pink-Fives & Rainbow (6 Suits),efaust,NoMercy,Zamiel
25306,3,15,Pink-Fives (3 Suits),efaust,NoMercy,Zamiel
25305,3,0,Pink-Fives (3 Suits),efaust,NoMercy,Zamiel
25303,3,0,Pink-Fives (3 Suits),efaust,NoMercy,Zamiel
25302,3,13,Pink-Fives (3 Suits),efaust,NoMercy,Zamiel
25301,3,0,Pink-Fives (3 Suits),efaust,NoMercy,Zamiel
25298,5,18,Rainbow (4 Suits),Andrew_UK,Cory,efaust,NoMercy,sjdrodge
24956,5,0,Rainbow (5 Suits),Cory,NoMercy,wjomlex,Yeesh,Zamiel
24951,4,25,No Variant,darkenblade986,Libster,NoMercy,Razgovor
24950,3,24,No Variant,darkenblade986,NoMercy,Razgovor
24949,2,0,Rainbow (6 Suits),NoMercy,Razgovor
24948,3,0,No Variant,darkenblade986,NoMercy,Razgovor
24947,5,0,Color Blind (6 Suits),Andrew_UK,NoMercy,Razgovor,wortel,Zamiel
24946,5,25,Color Blind (6 Suits),Andrew_UK,NoMercy,sjdrodge,wortel,Zamiel
24942,5,0,Color Blind (6 Suits),Andrew_UK,NoMercy,sjdrodge,wortel,Zamiel
24641,3,0,Black & Dark Rainbow (6 Suits),NoMercy,Razgovor,Zamiel
24640,3,0,Black & Dark Rainbow (6 Suits),NoMercy,Razgovor,Zamiel
24639,3,0,Black & Dark Rainbow (6 Suits),NoMercy,Razgovor,Zamiel
24637,3,0,Black & Dark Rainbow (6 Suits),NoMercy,Razgovor,Zamiel
24632,3,0,Black & Dark Rainbow (6 Suits),NoMercy,Razgovor,Zamiel
24630,4,0,Dual-Color (3 Suits),NoMercy,Razgovor,scharkbite,Zamiel
24629,4,0,Dual-Color (3 Suits),NoMercy,Razgovor,scharkbite,Zamiel
24626,3,29,Dual-Color (6 Suits),NoMercy,scharkbite,Zamiel
24622,5,21,No Variant,Andrew_UK,darkenblade986,NoMercy,Razgovor,scharkbite
24619,4,22,No Variant,Andrew_UK,darkenblade986,NoMercy,Razgovor
24403,3,26,Black (6 Suits),efaust,micerang,NoMercy
24402,3,0,Black (6 Suits),efaust,micerang,NoMercy
24401,4,20,4 Suits,efaust,micerang,NoMercy,sjdrodge
24328,4,13,3 Suits,Andrew_UK,NoMercy,sjdrodge,wortel
24327,4,13,3 Suits,Andrew_UK,NoMercy,sjdrodge,wortel
23426,3,0,White (6 Suits),efaust,NoMercy,sjdrodge
23425,3,0,White (6 Suits),efaust,NoMercy,sjdrodge
23424,3,0,White (6 Suits),efaust,NoMercy,sjdrodge
23423,4,0,White (6 Suits),efaust,NoMercy,sjdrodge,wjomlex
23422,4,0,White (6 Suits),efaust,NoMercy,sjdrodge,wjomlex
23421,4,0,White (6 Suits),efaust,NoMercy,sjdrodge,wjomlex
23420,4,0,White (6 Suits),efaust,NoMercy,sjdrodge,Zamiel
23230,4,30,Dark Rainbow (6 Suits),Andrew_UK,NoMercy,Razgovor,scharkbite
23228,4,29,Dark Rainbow (6 Suits),Andrew_UK,NoMercy,Razgovor,scharkbite
23227,4,29,Dark Rainbow (6 Suits),Andrew_UK,NoMercy,Razgovor,scharkbite
22258,3,24,Dual-Color (5 Suits),Asddsa76,NoMercy,wortel
22253,3,26,Rainbow (6 Suits),DrSeil,NoMercy,oblique
22246,3,29,Rainbow (6 Suits),DrSeil,NoMercy,oblique
22046,3,0,6 Suits,Anaximander,NoMercy,oblique
22017,3,0,6 Suits,Anaximander,NoMercy,oblique
21998,4,30,Rainbow (6 Suits),Alkaven5,DrSeil,NoMercy,oblique
21994,4,30,Rainbow (6 Suits),Alkaven5,DrSeil,NoMercy,oblique
21990,5,0,Up or Down (6 Suits),florrat2,Libster,NoMercy,Razgovor,Zamiel
21988,6,0,No Variant,florrat2,Libster,NoMercy,RaKXeR,Razgovor,Zamiel
21986,6,24,No Variant,florrat2,Libster,NoMercy,RaKXeR,Razgovor,Zamiel
21985,5,23,Up or Down (5 Suits),florrat2,Libster,NoMercy,RaKXeR,Razgovor
21795,4,30,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
21794,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
21793,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
21792,3,0,Black (6 Suits),florrat2,Libster,NoMercy
21791,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
21790,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
21789,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
21785,4,30,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21784,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21782,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21781,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21780,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21779,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21778,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21775,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21774,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21773,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21772,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21771,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21769,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21768,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21767,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
21766,6,0,Rainbow (6 Suits),Cory,Hunter,Libster,NoMercy,sjdrodge,Zamiel
21753,4,29,Up or Down (6 Suits),Andrew_UK,Cory,NoMercy,RaKXeR
21750,4,0,Up or Down (6 Suits),Andrew_UK,Cory,NoMercy,RaKXeR
21748,4,0,Up or Down (6 Suits),Andrew_UK,Cory,NoMercy,RaKXeR
21747,5,25,Rainbow (5 Suits),Andrew_UK,NoMercy,RaKXeR,sjdrodge,wortel
21745,5,30,6 Suits,Andrew_UK,NoMercy,scharkbite,sjdrodge,wortel
21743,5,0,6 Suits,Andrew_UK,NoMercy,scharkbite,sjdrodge,wortel
21604,5,29,Very Ambiguous (6 Suits),Asddsa76,Cory,NoMercy,sjdrodge,Zamiel
21587,5,0,3 Suits,Andrew_UK,NoMercy,Razgovor,scharkbite,sjdrodge
21558,3,0,Rainbow (6 Suits),DrSeil,NoMercy,usuallykayla
21554,3,0,Rainbow (6 Suits),DrSeil,NoMercy,usuallykayla
21553,3,28,Rainbow (6 Suits),DrSeil,NoMercy,usuallykayla
21551,5,24,No Variant,Hunter,IAMJEFF,NoMercy,Razgovor,scharkbite
21547,4,0,No Variant,Hunter,IAMJEFF,NoMercy,Razgovor
21515,6,0,6 Suits,Asddsa76,NoMercy,RaKXeR,Razgovor,scharkbite,sjdrodge
21512,6,0,No Variant,Asddsa76,NoMercy,RaKXeR,Razgovor,scharkbite,sjdrodge
21456,2,30,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21455,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21454,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21453,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21452,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21451,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21450,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21449,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21448,2,24,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21446,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21445,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21444,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21443,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21441,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21440,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21439,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21438,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21437,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21436,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21435,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21433,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21431,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21430,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21429,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21426,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21424,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21421,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21419,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21418,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21416,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21414,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21413,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21412,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21411,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21409,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21408,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21407,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21406,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21405,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21403,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21402,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21400,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21399,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21398,2,0,Black & Dark Rainbow (6 Suits),NoMercy,Zamiel
21273,3,0,Rainbow (6 Suits),NoMercy,oblique,usuallykayla
21270,3,0,Rainbow (6 Suits),NoMercy,oblique,usuallykayla
21267,3,0,Rainbow (6 Suits),NoMercy,oblique,usuallykayla
21264,5,0,Rainbow (6 Suits),Anaximander,DrSeil,NoMercy,oblique,usuallykayla
21088,5,0,Color Blind (6 Suits),florrat2,Libster,NoMercy,sjdrodge,Zamiel
21086,5,0,Color Blind (6 Suits),florrat2,Libster,NoMercy,sjdrodge,Zamiel
21085,5,0,Color Blind (6 Suits),florrat2,Libster,NoMercy,sjdrodge,Zamiel
21083,4,30,Color Blind (6 Suits),Libster,NoMercy,sjdrodge,Zamiel
21081,4,0,Color Blind (6 Suits),Libster,NoMercy,sjdrodge,Zamiel
20972,4,22,Dark Rainbow (5 Suits),NoMercy,scharkbite,sjdrodge,Zamiel
20971,4,0,Dark Rainbow (5 Suits),NoMercy,scharkbite,sjdrodge,Zamiel
20947,4,20,White (4 Suits),Andrew_UK,Asddsa76,NoMercy,sjdrodge
20946,4,0,White (4 Suits),Andrew_UK,Asddsa76,NoMercy,sjdrodge
20945,4,0,White (4 Suits),Andrew_UK,Asddsa76,NoMercy,sjdrodge
20943,4,20,4 Suits,Andrew_UK,Asddsa76,NoMercy,sjdrodge
20939,4,19,4 Suits,Andrew_UK,Asddsa76,NoMercy,sjdrodge
20886,5,24,No Variant,Asddsa76,doome_burner,Libster,NoMercy,sjdrodge
20885,4,15,Rainbow (3 Suits),Asddsa76,doome_burner,Libster,NoMercy
20884,4,0,Rainbow (3 Suits),Asddsa76,doome_burner,Libster,NoMercy
20883,6,26,Black (6 Suits),Andrew_UK,Asddsa76,doome_burner,Libster,NoMercy,sjdrodge
20876,5,17,4 Suits,Asddsa76,Hyakinthus,NoMercy,Razgovor,sjdrodge
20810,3,25,Dark Rainbow (5 Suits),Libster,NoMercy,Razgovor
20808,4,30,6 Suits,Fellatiowned,NoMercy,Razgovor,sjdrodge
20771,3,0,Up or Down (6 Suits),Libster,NoMercy,Razgovor
20762,3,0,Up or Down (6 Suits),Libster,NoMercy,Razgovor
20750,5,30,Rainbow (6 Suits),Cory,Hunter,NoMercy,scharkbite,sjdrodge
20745,4,28,Up or Down (6 Suits),Cory,NoMercy,scharkbite,sjdrodge
20688,3,0,Rainbow (6 Suits),NoMercy,oblique,usuallykayla
20683,3,0,Rainbow (6 Suits),NoMercy,oblique,usuallykayla
20402,6,28,Rainbow (6 Suits),Cory,NoMercy,Razgovor,sjdrodge,Yeesh,Zamiel
20401,6,0,Rainbow (6 Suits),Asddsa76,NoMercy,Razgovor,sjdrodge,Yeesh,Zamiel
19494,5,0,No Variant,doome_burner,florrat2,NoMercy,sjdrodge,Zamiel
19445,5,26,Rainbow (6 Suits),Alkaven5,DrSeil,NoMercy,oblique,usuallykayla
